Date,Tweet,City,Country,Order
Thu Apr 05 19:00:13 +0000 2018,  I actually been experiencing flu like symptoms lately Dr... ,none,none,1216
Thu Apr 05 19:00:29 +0000 2018,  I actually been experiencing flu like symptoms lately Dr... ,none,none,1217
Thu Apr 05 19:00:43 +0000 2018, I'm getting over the stomach flu and one thing that is helping me recover is your gta game play videos. Thank you,none,none,1218
Thu Apr 05 19:00:46 +0000 2018,  I think I have stomach flu _(´` )_ ,none,none,1219
Thu Apr 05 19:01:17 +0000 2018, Aww thanks  needless to say I'm recovering from flu so just been home. Have a nice evening and may fortune favour Arsenal this evening x,none,none,1220
Thu Apr 05 19:01:20 +0000 2018,My heart is shattered I have the flu I’m on my period,none,none,1221
Thu Apr 05 19:02:01 +0000 2018,"  Friends, I have been battling the flu the last few days and today it has gotten the best of me. I rarely have to postpone…",none,none,1222
Thu Apr 05 19:02:24 +0000 2018,I'm srsly sick though. Like is the flu really that serious this year? Maybe that's not what I have :/,none,none,1223
Thu Apr 05 19:02:42 +0000 2018,"      seriously, start digging and you'll see it too.  The flu shots start…",none,none,1224
Thu Apr 05 19:02:45 +0000 2018, I think there is so much going around. I think I have the flu I feel horrendous,none,none,1225
Thu Apr 05 19:03:25 +0000 2018,Im honestly so upset my son has a cough and possibly the stomach flu )):,none,none,1226
Thu Apr 05 19:04:22 +0000 2018,Fuck this stomach flu bullshit ,none,none,1227
Thu Apr 05 19:04:37 +0000 2018,  Wahhhhhh I’m at the doctor and they just told me I have the flu. How why  it’s been a rough month and a half. But not to w…,none,none,1228
Thu Apr 05 19:04:47 +0000 2018,  This could be a one-off event. Even if it spread further a #flu virus like this isn't likely to be a public health thre…,none,none,1229
Thu Apr 05 19:05:23 +0000 2018,"Been bed bound for 2 days now, would love this flu to do one",none,none,1230
Thu Apr 05 19:05:25 +0000 2018,my mother is getting even more worried about my condition because this flu is making my lungs worse. I also messed up my knee (as if they weren't sensitive enough already),none,none,1231
Thu Apr 05 19:05:32 +0000 2018,Flu game ,none,none,1232
Thu Apr 05 19:06:45 +0000 2018,  I actually been experiencing flu like symptoms lately Dr... ,none,none,1234
Thu Apr 05 19:06:49 +0000 2018,Thank god my temperature is coming down because there was a point where I thought I was going to fucking die LOVE having flu,none,none,1235
Thu Apr 05 19:07:11 +0000 2018,  Who else got a MAD case of wook flu coming off Spring Gathering,none,none,1236
Thu Apr 05 19:07:29 +0000 2018,Sorry to those i haven’t paid attention to this week. I have the stomach flu and it’s not any better today ,none,none,1237
Thu Apr 05 19:08:00 +0000 2018,"After a rough winter infested with the flu, it's really important to maintain your health with exams. Come to one of our convenient locations for a professional check-up with little wait time. ",none,none,1238
Thu Apr 05 19:08:12 +0000 2018,  I am finally over the flu  and was able to film this weeks video today. Now I edit until sunrise... SEE YOU GUYS TOMORROW.,none,none,1239
Thu Apr 05 19:08:19 +0000 2018,  4-2-18: Day six of the flu ,none,none,1240
Thu Apr 05 19:08:21 +0000 2018,"I gave up meat for lent &amp; end up getting sick on Easter. Now im 5 days into the flu only eating soup , crackers &amp; fruit  imma lose so much weight I swear",none,none,1241
Thu Apr 05 19:08:33 +0000 2018, I should have tried this. Maybe I would’ve got rid of the flu quicker than I did. ,none,none,1242
Thu Apr 05 19:08:34 +0000 2018,this stomach flu is gonna be the death of me,none,none,1243
Thu Apr 05 19:08:51 +0000 2018," I'm okay, it's taken the flu 1,5 weeks to leave my body, but it seems gone so I'm happy .",none,none,1244
Thu Apr 05 19:09:05 +0000 2018,"  I am watching last weeks #criticalrole since I had the flu, and I noticed  wrote a copy of #Nott ‘s ",none,none,1245
Thu Apr 05 19:09:56 +0000 2018,Yep sick as the proverbial think it’s the flu. Will get off to docs as soon as possible.,none,none,1246
Thu Apr 05 19:10:16 +0000 2018,"A Second Wave of Flu May Be On the Way,  CDC Warns. Did you get your #flu shot? ",none,none,1247
Thu Apr 05 19:11:30 +0000 2018," I have the flu also it is no fun, really wish it would go away. ",none,none,1248
Thu Apr 05 19:11:49 +0000 2018,  My thoughts are with the families that have been affected. The loss of a child is a shock for the entire community. I hope t…,none,none,1249
Thu Apr 05 19:12:26 +0000 2018, I would have believed that a year ago because last winter I felt like that was true! But ever since I got the flu I feel like I’ve gotten every bug I’ve come across and I don’t need to tell you how many kids carry with them ,none,none,1250
Mon Apr 16 18:37:37 +0000 2018,"Continue praying for my husband, Rich, who has the flu &amp; now my daughter, Katie, who has a mild case of pnemonia.  Thanks!",none,none,1251
Mon Apr 16 18:37:49 +0000 2018,  Okay so this month? I’m currently fighting an aggressive cold/flu. Hopefully I’ll get over it within the next couple days.,none,none,1252
Mon Apr 16 18:39:17 +0000 2018,"Just another head cold/flu. The doctor offered a sick note for tomorrow, but I could just hear my manager saying 'is this guy dying or what?' so I will soldier on tomorrow ",none,none,1253
Mon Apr 16 18:39:58 +0000 2018,Your stare spellbinds me with the spring flu.,none,none,1254
Mon Apr 16 18:41:38 +0000 2018,See you caught that fuck nigga flu,none,none,1255
Mon Apr 16 18:41:41 +0000 2018,The only thing making me feel better about my second week knocked on my tush with the flu (which already led to our spring break trip getting cancelled...) is finally bingewatching all my DVR’d  movies. #silverlinings #butIreallyjustwanttowrite #notgoodatresting,none,none,1256
Mon Apr 16 18:42:05 +0000 2018,I don’t think I’ve ever had the flu. That’s pretty cool.,none,none,1257
Mon Apr 16 18:42:07 +0000 2018,rana is still full up with the flu and she's still gonna get it on with kate she's such a trooper,none,none,1258
Mon Apr 16 18:42:16 +0000 2018,  me: mom i think i have the flu mom: because you’re on your phone all day,none,none,1259
Mon Apr 16 18:42:47 +0000 2018,  me: mom i think i have the flu mom: because you’re on your phone all day,none,none,1260
Mon Apr 16 18:44:16 +0000 2018,"  Alright, thanks John  I should have just searched it, please excuse the silly question. I’ve a bit of a flu now and my brain is fogged over. ",none,none,1261
Mon Apr 16 18:45:14 +0000 2018,I’m SOOOOOO hungry but I can’t leave my room because I have the flu someone HELP MEEEEEE,none,none,1262
Mon Apr 16 18:45:24 +0000 2018,I'm really sad that I have the flu so I ordered a pizza because I'm good at coping,none,none,1263
Mon Apr 16 18:46:01 +0000 2018,"Just about over my man flu now, slight chesty cough but I am made of hard stuff ",none,none,1264
Mon Apr 16 18:46:25 +0000 2018, u cant be flu flammin on twitter vic,East Midlands,none,1266
Mon Apr 16 18:46:52 +0000 2018,I don't like how sick the flu vaccine makes me ,none,none,1267
Mon Apr 16 18:47:03 +0000 2018,"  Haven't been able to do anything. Got hit with the flu. I only know of one remedy for my ails... no not chicken soup, $X…",none,none,1268
Mon Apr 16 18:47:10 +0000 2018, I’m always praying for the stomach flu or food poisoning.,none,none,1269
Mon Apr 16 18:48:20 +0000 2018,ugh kate really kissing rana even tho she’s sick. girlfriends who get the flu together stay together. ,none,none,1270
Mon Apr 16 18:48:24 +0000 2018,  me: mom i think i have the flu mom: because you’re on your phone all day,none,none,1271
Mon Apr 16 18:49:01 +0000 2018,Everytime I have hayfever it turns into a fucking flu WHYYYYYYYY ,none,none,1272
Mon Apr 16 18:49:13 +0000 2018,Flu waits till I have tests to come knocking on my door,none,none,1273
Mon Apr 16 18:49:18 +0000 2018,am i seriously the only one grossed out that kana keep kissing while rana is a literal snot ball with the flu? kate sweetie love yourself and wait until she’s not a walking infection. ,none,none,1274
Mon Apr 16 18:49:57 +0000 2018,guess who got the flu the week EOCs start #yayme,none,none,1275
Mon Apr 16 18:50:00 +0000 2018,This flu needs to be gone by Wednesday ! I need a week recovery so that I can enjoy my week in Mozambique,Miami,none,1276
Mon Apr 16 18:50:02 +0000 2018,  ugh kate really kissing rana even tho she’s sick. girlfriends who get the flu together stay together. ,none,none,1277
Mon Apr 16 18:51:00 +0000 2018,My Niggaz love me!!!Listen to Worst Friend Best Enemies Rok Ft. Flu Da Rebal by FDR PRODUCTIONS #np on #SoundCloud ,none,none,1278
Mon Apr 16 18:51:09 +0000 2018," Flu, fever, sore throat",none,none,1279
Mon Apr 16 18:52:44 +0000 2018," This damned flu like near killed me bubba...... I'm still hacking my lungs out... and the crud has been ""supposedly"" gone for  almost a week...  It'll be a while before I can spark up any Cubanos...",none,none,1280
Mon Apr 16 18:53:05 +0000 2018,  Sick swag got the flu ahhchoo  #IMAXXX,none,none,1281
Mon Apr 16 18:53:21 +0000 2018,If you had worn me instead of that horrible grey coat you wouldn’t have got the flu!  this is what you get for not choosing the right coats,none,none,1282
Mon Apr 16 18:54:13 +0000 2018,I get chills with every song change in this performance. I feel like I have the flu,none,none,1283
Mon Apr 16 18:54:59 +0000 2018,"flu on the east coast especially upstate NY area, could be anything, like whenever I get flu, I throw out any open jars, aging vegetable matter out in the trash not because of salmonella but I could be re-infecting myself.",none,none,1284
Mon Apr 16 18:55:26 +0000 2018,HEY FOLKS I'm sorry to say that today's stream is cancelled. Everyone in the house currently has the flu. We'll be back Wednesday! #fb ,none,none,1285
Mon Apr 16 18:55:34 +0000 2018,How could you be even kissing like that with the flu? Like u feel rotten #Corrie,none,none,1286
Mon Apr 16 18:55:48 +0000 2018,What can be worst than Being sick during final exams??  #Flu #Cough  ,none,none,1287
Mon Apr 16 18:56:11 +0000 2018,This Flu trynna put me in a body bag,none,none,1288
Mon Apr 16 18:57:05 +0000 2018,I drank benylin for flu and now I'm so so sleepy ,none,none,1289
Mon Apr 16 18:57:30 +0000 2018,So I have food  poisoning and the flu. #DyingRN ,none,none,1290
Mon Apr 16 18:59:06 +0000 2018,Woh oh... I feel something not really good in me - like when the flu is coming! #GoAway #,none,none,1291
Mon Apr 16 18:59:38 +0000 2018, This makes being home with the stomach flu worth every single minute of my physical misery. ,none,none,1292
Mon Apr 16 18:59:41 +0000 2018,Tip Of The Day Try this the next time you have the flu.  Joyce Brown CNC  #347-770-3438 ,none,none,1293
Mon Apr 16 19:00:10 +0000 2018,Except i woke up with the stomach flu and I’m mad at my mom for that.,none,none,1294
Mon Apr 16 19:00:45 +0000 2018,#Flu Taiwan launches flu prediction services  ,none,none,1295
Mon Apr 16 19:01:14 +0000 2018,I’m about to smoke while my ass knows I have the flu ,none,none,1296
Mon Apr 16 19:01:29 +0000 2018,My answer to Can I eat a pizza which does not have cheese in it during stomach flu? ,none,none,1297
Mon Apr 16 19:02:08 +0000 2018,"This is honestly the worst time to get the flu  (not like there's any good time to have it, but yeah) ",none,none,1298
Mon Apr 16 19:02:09 +0000 2018,  Sick swag got the flu ahhchoo  #IMAXXX,none,none,1299
Mon Apr 16 19:02:15 +0000 2018,"Having fully shaken off the man flu, we're back out &amp; about tomorrow. You'll be able to find us at the Aspect Arena #NonLeague #BeautifulGame15 ",none,none,1300
Mon Apr 16 19:03:51 +0000 2018,"Whoever gave me the flu and an ear infection, yo momma a hoe",none,none,1301
Mon Apr 16 19:04:28 +0000 2018,the last one is my fave because ella really threw up on me one night when she had the flu,none,none,1302
Mon Apr 16 19:05:31 +0000 2018,  I’m about to smoke while my ass knows I have the flu ,none,none,1303
Mon Apr 16 19:05:33 +0000 2018,"Good Afternoon Ms. Bucko, I am contacting you in reference to case number 2018 CF 0000250 - Keith Jordan. I am scheduled to appear tomorrow morning at 9:00, I have the flu and will not be able to make it. I would appreciate a continuance to anther date, thank you.",none,none,1304
Mon Apr 16 19:05:45 +0000 2018,today’s been so bad and i think i have the stomach flu woohoooooooo :(,none,none,1305
Mon Apr 16 19:06:37 +0000 2018, Lots of people got hit with the flu. Gutted but l come home on the 16th x,none,none,1306
Mon Apr 16 19:06:56 +0000 2018,Flu is killing mee ,none,none,1307
Mon Apr 16 19:07:08 +0000 2018,This flu is kicking my ass,none,none,1308
Mon Apr 16 19:07:44 +0000 2018," is working on carrying a  turd baby to term after having had a black bean burger that was like ""eating a mountain lion with the flu"".  ""It was like Play-doh fun factory."" Question is, did  equip the star die or round?",none,none,1309
Mon Apr 16 19:08:28 +0000 2018,"Over the last few weeks I have had 2 double ear infections, a sinus infection and now I have the flu ",none,none,1310
Mon Apr 16 19:09:00 +0000 2018,The flu kicking my butt bey,none,none,1311
Mon Apr 16 19:09:03 +0000 2018,  Dude that shit gave me the flu that BRICK,none,none,1312
Mon Apr 16 19:09:11 +0000 2018,"My life is such a mess right now. Got the flu, my leg is barely healing and one of my contacts tore! ",none,none,1313
Mon Apr 16 19:09:26 +0000 2018,"Ppl at my work hit me up sayin “can you take my shift I got the flu” like girl that’s the 8th time this year, you ever think about seein a doctor?",none,none,1314
Mon Apr 16 19:09:28 +0000 2018,"Go home the day my sister just got done having the stomach flu... wake up this morning with extreme body pains. I swear if I get sick one more time this semester, I’m throwing hands and locking myself in a bubble",none,none,1315
Mon Apr 16 19:09:29 +0000 2018,watching andrew zimmern when u have stomach flu is fuckin GROSS BECAUSE HES ALL DROOLING N SLOBBERING WHILE GUTS AND BRAIN JUICES FLOW DOWN HIS CHIN OMFG ,none,none,1316
Mon Apr 16 19:09:55 +0000 2018,Bad karma finally caught up to me in the form of a flu ,North Thoresby,none,1317
Mon Apr 16 19:11:19 +0000 2018, Think Kate's caught Rana's flu ,none,none,1319
Mon Apr 16 19:12:33 +0000 2018,Is there some weird sickness going around? Got flu symptoms but no stuffy nose or fever. Just aches and pains the last 2 days.,none,none,1320
Mon Apr 16 19:12:36 +0000 2018,I’m alive!!! The flu kicked my butt for about 2 months! I thought it would never end  All better now and ready to kick today in the pants! Thank you to everyone that checked in on me ,none,none,1321
Mon Apr 16 19:12:54 +0000 2018,  caught a flu,none,none,1322
Mon Apr 16 19:13:35 +0000 2018,My head has been hurting for a week now how am I suppose to revise last min for exams with a headache and a seasonal flu???,none,none,1323
Mon Apr 16 19:13:52 +0000 2018, Naw everyone sharing those bottles and someone gave me the flu ,none,none,1324
Mon Apr 16 19:14:36 +0000 2018,"Did I also mention that I feel fcking sick? My throat is sore, I got the flu and my eyes are swollen just like my whole face. I’m on period and my insides hurt as fuck.. I just need sleep and I feel so tired but I have so much to do and fuck this is all too much",none,none,1325
Mon Apr 16 19:14:36 +0000 2018,"REALLY hope that I am not coming down with flu! Joints hurt, cold and extreamly tired! If any booked clients are in my twitter feed DM me. ",none,none,1326
Mon Apr 16 19:14:40 +0000 2018,  I feel the flu coming on  but shem no flu formed against me shall prosper... #Hunt6d  ,none,none,1327
Mon Apr 16 19:15:55 +0000 2018,It got me. It got me good. ,none,none,1329
Mon Apr 16 19:16:01 +0000 2018,5 days before competition. Stomach flu. This does not bode well for me.,Tempe,none,1330
Mon Apr 16 19:16:06 +0000 2018,Alex has flu and double ear infection. 101.3 temp. Took him to doc this am.  Our poor babies!!! #2moms3kids2boxers ,none,none,1331
Mon Apr 16 19:16:11 +0000 2018,I feel like shit I think I have the flu,none,none,1332
Mon Apr 16 19:16:53 +0000 2018,"  Hey life sucks rn because of multiple huge midterms in one day while having the flu, but it's ok bc moonbin exists",none,none,1333
Mon Apr 16 19:17:04 +0000 2018," Miskeena it really is the worst... I had the flu last exam season &amp; I was taking Ls left, right and center. Feel better love.",none,none,1335
Mon Apr 16 19:17:36 +0000 2018,i’ve eaten 2 liters of strawberries can my immune system and body thank me already and get rid of this flu,none,none,1336
Mon Apr 16 19:17:37 +0000 2018,i don’t deserve to be attacked by this flu ,none,none,1337
Mon Apr 16 19:18:10 +0000 2018,hi pals i have the flu! just in time for my birthday!,none,none,1338
Mon Apr 16 19:18:15 +0000 2018,  I think my dog has the flu ,none,none,1339
Mon Apr 16 19:19:18 +0000 2018,12 hour shift and I can’t breathe. Time for the flu shift ,none,none,1340
Tue Apr 17 16:14:21 +0000 2018,  I have been battling a flu bug but here I am! #PinkABC #SkechersPink #ABCxSkechers,none,none,1341
Tue Apr 17 16:17:30 +0000 2018,It’s hard to stay away from this Twitter party #skecherspink #abcxskechers #pinkabc ,none,none,1342
Tue Apr 17 16:17:30 +0000 2018, No but I feel like shit rn my whole body sore like I’m coming down with the flu,none,none,1343
Tue Apr 17 16:18:29 +0000 2018,"Im having bad flu right now, should i go for ceb davao tmmrw..?",none,none,1344
Tue Apr 17 16:18:42 +0000 2018,"Headache, flu and sore throat ",none,none,1345
Tue Apr 17 16:18:57 +0000 2018,My daughter took my good gene. I don’t fall sick. She’s never fallen sick since birth. Just normal flu that I don’t even use medication. ,none,none,1346
Tue Apr 17 16:19:12 +0000 2018,Feel better! ,none,none,1347
Tue Apr 17 16:19:22 +0000 2018, Also: to each other. Flu? Fatigue and fever Toxoplasmosis? Fatigue and fever Cancer? Fatigue and fever Death? Fatigue and fever... and joint stiffness.,none,none,1348
Tue Apr 17 16:19:48 +0000 2018,No man Centurion is cold or could I be catching the flu again,none,none,1349
Tue Apr 17 16:20:10 +0000 2018,oh my GOD i just left the doctor and I’ve had the flu lololol life is good ladies,none,none,1350
Tue Apr 17 16:20:39 +0000 2018, I'm coming off the flu and can't donate platelets right now. Any way to stop the 2-3x a day robocalls?,Queens,none,1351
Tue Apr 17 16:20:55 +0000 2018,  Ye boi A1 got the flu,none,none,1352
Tue Apr 17 16:21:27 +0000 2018,If i have the stomach flu im gonna kill someone,none,none,1354
Tue Apr 17 16:21:31 +0000 2018,"After 3 years of not being ill, the stupid man flu has come and fucked my vibe",none,none,1355
Tue Apr 17 16:22:00 +0000 2018,I have strep dammit. Looks like imma have to go Jordan in the ‘97 finals when he had the flu and ball out on everyone’s life ,none,none,1356
Tue Apr 17 16:22:30 +0000 2018,Day 6 of the stomach flu. I miss regular food,none,none,1357
Tue Apr 17 16:22:50 +0000 2018,"Can’t deal with going out two nights on the trot, I’m now dying of flu and I have soooo much to do",none,none,1358
Tue Apr 17 16:23:18 +0000 2018,In bed with the stomach flu = absolute worst.  Rewatching  on  = absolute best ,none,none,1359
Tue Apr 17 16:23:39 +0000 2018,I’ve been sick for two weeks straight. I can’t get rid of this flu ,none,none,1360
Tue Apr 17 16:23:48 +0000 2018,bro i ain’t been this sick since swine flu ,none,none,1361
Tue Apr 17 16:24:53 +0000 2018,I just peed for the first time in 5 days because of the stomach flu and the runs,none,none,1362
Tue Apr 17 16:25:57 +0000 2018,everyone feels depressed at some points in their life in the same way that everyone gets the flu at some points in their life ! thats not the same as having depression n the whole “talk about how u feel” thing doesn’t really apply or help when it’s a constant illness,none,none,1363
Tue Apr 17 16:26:47 +0000 2018,"Episode 5 of #GiftcoinCrypto #behindthescenes #documentary series. In this episode, Tim is bedridden with flu, the PR campaign starts, Alex meets an investor, and there is a crisis with Facebook  #ico #cryptocurrency",none,none,1365
Tue Apr 17 16:27:50 +0000 2018,I can’t even smell food I get nauseous oh man I think I’m getting sick but I already had the flu 1 1/2 weeks ago I can’t afford being sick,none,none,1367
Tue Apr 17 16:28:34 +0000 2018,Drakeo The Ruler x Flu flamming ,none,none,1368
Tue Apr 17 16:28:47 +0000 2018,"Nothing serious, I only have stomach flu",none,none,1369
Tue Apr 17 16:31:30 +0000 2018,"Sounds like Woman flu,I got it as well  ",none,none,1371
Tue Apr 17 16:31:35 +0000 2018,I’d like to thank all my friends and family for giving me this opportunity to catch the damn stomach flu twice in a semester.,none,none,1372
Tue Apr 17 16:31:39 +0000 2018,Flu!!! Check out this event in #GranblueFantasy!  ,none,none,1373
Tue Apr 17 16:32:09 +0000 2018,Me thinking about the gym while the flu is destroying my body rn ,none,none,1374
Tue Apr 17 16:33:05 +0000 2018," God Im always sick, here we go again with the flu!",none,none,1375
Tue Apr 17 16:33:28 +0000 2018," Step throat, ear infection, and the flu.  I feel like death.",none,none,1377
Tue Apr 17 16:33:46 +0000 2018,Took cold &amp; flu PM and I have work in 30 minutes.. wish me luck. ,none,none,1378
Tue Apr 17 16:33:51 +0000 2018,Day five and this flu business is really starting to get to me. Any tips appreciated ,none,none,1379
Tue Apr 17 16:33:54 +0000 2018,"Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she was gon die...dem niggas was like Casey... sit in car for a min we gon go party and come back, you need a breather and a snickers ",none,none,1380
Tue Apr 17 16:34:12 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1381
Tue Apr 17 16:34:13 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1382
Tue Apr 17 16:34:16 +0000 2018, God dammit i think im sick again ( not feeling well at all and i cant sleep. Freezing cold! If i got the damn flu ima be pissed,none,none,1383
Tue Apr 17 16:34:23 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1384
Tue Apr 17 16:34:27 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1385
Tue Apr 17 16:34:34 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1386
Tue Apr 17 16:34:45 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1387
Tue Apr 17 16:34:49 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1388
Tue Apr 17 16:34:50 +0000 2018,I think I got the flu ,none,none,1389
Tue Apr 17 16:34:52 +0000 2018,  It’s hard to stay away from this Twitter party #skecherspink #abcxskechers #pinkabc ,none,none,1390
Tue Apr 17 16:34:58 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1391
Tue Apr 17 16:35:01 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1392
Tue Apr 17 16:35:07 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1393
Tue Apr 17 16:35:09 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1394
Tue Apr 17 16:35:14 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1395
Tue Apr 17 16:35:19 +0000 2018, help i have the flu,none,none,1396
Tue Apr 17 16:35:21 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1397
Tue Apr 17 16:35:25 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1398
Tue Apr 17 16:35:34 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1399
Tue Apr 17 16:35:41 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1400
Tue Apr 17 16:35:54 +0000 2018,i just made delicious food only to realize that my sense of taste is pretty much gone because of the flu,Manhattan,none,1401
Tue Apr 17 16:36:15 +0000 2018,So this flu wosop!,none,none,1402
Tue Apr 17 16:36:27 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1403
Tue Apr 17 16:36:32 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1404
Tue Apr 17 16:36:36 +0000 2018, Really??? But this is because i had flu,none,none,1405
Tue Apr 17 16:36:42 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1406
Tue Apr 17 16:37:05 +0000 2018,I've been back at the day job 2 days having been off work for 2 week due to the flu... I feel like I've already done a whole week!  Is it bedtime yet?,none,none,1407
Tue Apr 17 16:37:08 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1408
Tue Apr 17 16:37:25 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1409
Tue Apr 17 16:37:28 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1410
Tue Apr 17 16:37:34 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1411
Tue Apr 17 16:37:39 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1412
Tue Apr 17 16:37:44 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1413
Tue Apr 17 16:37:49 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1414
Tue Apr 17 16:37:49 +0000 2018,i think im catching jacks flu :(,none,none,1415
Tue Apr 17 16:37:50 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1416
Tue Apr 17 16:37:51 +0000 2018,damn flu and cough got me also uff,none,none,1417
Tue Apr 17 16:37:55 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1418
Tue Apr 17 16:38:01 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1419
Tue Apr 17 16:38:02 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1420
Tue Apr 17 16:38:03 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1421
Tue Apr 17 16:38:20 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1422
Tue Apr 17 16:38:29 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1423
Tue Apr 17 16:38:49 +0000 2018,just got flu tested again ,none,none,1424
Tue Apr 17 16:38:52 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1425
Tue Apr 17 16:39:21 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1426
Tue Apr 17 16:39:26 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1427
Tue Apr 17 16:39:38 +0000 2018,I feel like I have the flu and my whole body is aching. I don’t have a legit will stashed away anywhere but let this tweet state that I want all my belongings passed on to my son (cat) Chester. Thank you,none,none,1428
Tue Apr 17 16:39:50 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1429
Tue Apr 17 16:39:58 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1430
Tue Apr 17 16:40:01 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1431
Tue Apr 17 16:40:08 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1432
Tue Apr 17 16:40:10 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1433
Tue Apr 17 16:40:11 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1434
Tue Apr 17 16:40:48 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1435
Tue Apr 17 16:41:16 +0000 2018,*starts semester with stomach flu* *ends semester with food poisoning* If this doesn’t completely sum up my last semester of college idk what does,none,none,1436
Tue Apr 17 16:41:40 +0000 2018,  Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none,1437
