Date,Tweet,City,Country
Tue Apr 17 16:35:01 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:35:07 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:35:09 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:35:14 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:35:19 +0000 2018,@tyleroakley help i have the flu,none,none
Tue Apr 17 16:35:21 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:35:22 +0000 2018,"This man @ShannonSharpe said ""Flu season is over with. Thats the only shot they gettin."" referring to the 76ers winning without Embiid.  I have to start listening to their podcast. Too many episode piling up.",none,none
Tue Apr 17 16:35:25 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:35:34 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:35:41 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:35:49 +0000 2018,RT @infobeautiful: Bird flu? Swine flu? Australian Flu? H1N1? H2N5? Feverish with incomprehension? Let our Influ-Venn-Za diagram be a sooth…,none,none
Tue Apr 17 16:35:54 +0000 2018,i just made delicious food only to realize that my sense of taste is pretty much gone because of the flu,none,none
Tue Apr 17 16:35:55 +0000 2018,LMFAOOOOOOO ,none,none
Tue Apr 17 16:35:56 +0000 2018,east weight loss trick: get the flu and don’t eat properly for a week,Manhattan,US
Tue Apr 17 16:36:02 +0000 2018,One case of H5N8 avian flu recorded in Al-Kharj ,none,none
Tue Apr 17 16:36:15 +0000 2018,So this flu wosop!,none,none
Tue Apr 17 16:36:24 +0000 2018,Lmfaoooo I’m cryin ,none,none
Tue Apr 17 16:36:27 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:36:28 +0000 2018,"RT @Perfect_HerronX: Jack: “ I HAVE THE fLu!” 
Zach: “nO yOu dO nOt” 
Zach: “AHHHHHH” 
UH WELL UM. 
@ImZachHerron 
@jackaverymusic ",none,none
Tue Apr 17 16:36:32 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:36:36 +0000 2018,@tifffanyoung801 Really??? But this is because i had flu,none,none
Tue Apr 17 16:36:42 +0000 2018,"RT @namelesstv: Viruses hit men harder, according to research. So the ""man-flu"" might be real after all. ",none,none
Tue Apr 17 16:36:42 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:36:49 +0000 2018,RT @muchimc1: Hate the first hypersensitive stages of flu when you can smell the oxygen in air ,none,none
Tue Apr 17 16:37:02 +0000 2018,@maxicrf @_CartolaFCDicas Richard do flu,none,none
Tue Apr 17 16:37:05 +0000 2018,"I've been back at the day job 2 days having been off work for 2 week due to the flu... I feel like I've already done a whole week!

Is it bedtime yet?",none,none
Tue Apr 17 16:37:08 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:25 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:28 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:28 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:28 +0000 2018,RT @kirkdgarrison: Does @marcorubio have the flu because he doesn't believe in vaccines like he doesn't believe in other accepted concepts…,none,none
Tue Apr 17 16:37:34 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:39 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:44 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:49 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:49 +0000 2018,i think im catching jacks flu :(,none,none
Tue Apr 17 16:37:50 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:37:51 +0000 2018,damn flu and cough got me also uff,none,none
Tue Apr 17 16:37:51 +0000 2018,"RT @canammissing: If you are an older American and have drank the Kool Aid about flu shots, read this! The NIH knows the shots are killing…",none,none
Tue Apr 17 16:37:52 +0000 2018,"Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is apparently launching a cryptocurrency trading desk.

These banks are bipolar. Mad at crypto today and can't have enough of it tomorrow.

",none,none
Tue Apr 17 16:37:55 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:38:01 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:38:02 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:38:03 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:38:03 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:38:12 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:38:13 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:38:13 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:38:20 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:38:29 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:38:30 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:38:35 +0000 2018,Watch everyone have the flu for summer because Ga can’t decide on the season ,none,none
Tue Apr 17 16:38:39 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:38:41 +0000 2018,"Kovsie Students, the pharmacy on campus is doing Flu Vaccinations and you dont need to make a booking or anything. You can use Medical Aid or pay R97. 

Please RT for awareness x.",Bloemfontein,ZA
Tue Apr 17 16:38:47 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:38:49 +0000 2018,just got flu tested again ,none,none
Tue Apr 17 16:38:52 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:38:56 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:00 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:00 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:02 +0000 2018,@vnalxvs Lmfaooo I hope your foot gets ran over today and you get the flu,none,none
Tue Apr 17 16:39:03 +0000 2018,Finally over the flu and now I’m on antibiotics for Respiratory Tract Infection  ,none,none
Tue Apr 17 16:39:03 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:03 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:07 +0000 2018,I believe it's called #FOMO @iamjosephyoung ,none,none
Tue Apr 17 16:39:03 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:18 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:19 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:20 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:39:21 +0000 2018,"Back to reality
also down with fever,flu&amp;cough",none,none
Tue Apr 17 16:39:21 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:39:26 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:39:38 +0000 2018,I feel like I have the flu and my whole body is aching. I don’t have a legit will stashed away anywhere but let this tweet state that I want all my belongings passed on to my son (cat) Chester. Thank you,none,none
Tue Apr 17 16:39:50 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:39:58 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:40:01 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:40:04 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:40:08 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:40:10 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:40:11 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:40:13 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:40:48 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:40:49 +0000 2018,"Very important, not only for the public health, but also because pts are much more agreeable to vaccines that are more effective. Better vaccine may lead to more widespread use. ",none,none
Tue Apr 17 16:40:52 +0000 2018,Bill's Thoughts: I'm so excited they're having a flu vaccination clinic at my bowling alley. I'm on pins and needles.,none,none
Tue Apr 17 16:40:54 +0000 2018,"RT @asvpwavyyy1: CDC doctor, Timothy Cunningham, spoke the truth about  the flu vaccine by saying it was responsible for the historic flu o…",none,none
Tue Apr 17 16:41:00 +0000 2018,@richten47 BTW I nearly died with that flu/pneumonia a couple months ago. I've been making changes. Hardly here anymore.,none,none
Tue Apr 17 16:41:04 +0000 2018,"A friend who works in the banking industry told me they are building their own crypto trading software. 

And the others are buying exchanges. 

Don’t listen to what they say. Observe their actions.

#bitcoin $bch $eth $neo #cryptos #cryptocurency ",none,none
Tue Apr 17 16:41:16 +0000 2018,"*starts semester with stomach flu*
*ends semester with food poisoning*
If this doesn’t completely sum up my last semester of college idk what does",none,none
Tue Apr 17 16:41:22 +0000 2018,RT @infobeautiful: Bird flu? Swine flu? Australian Flu? H1N1? H2N5? Feverish with incomprehension? Let our Influ-Venn-Za diagram be a sooth…,none,none
Tue Apr 17 16:41:24 +0000 2018,Post office gone after Emails...Now wait while we  fuck banks long live #bitcoin ,none,none
Tue Apr 17 16:41:25 +0000 2018,RT @MidKnightGaz: A little bit of toxic masculinity a day keeps the man flu away.,none,none
Tue Apr 17 16:41:29 +0000 2018,@walterowensgrpa Chemtrails...be careful sir...first you’ll get the chemtrail cough and then chemtrail flu...very bad,none,none
Tue Apr 17 16:41:35 +0000 2018,"UnitedHealth earnings ease investor worries over flu season, stock up ",none,none
Tue Apr 17 16:41:40 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:41:41 +0000 2018,Testing is the next step but it's all coming together at last! (My flu really put a monkey wrench in the schedule) ,none,none
Tue Apr 17 16:41:43 +0000 2018,"RT @Perfect_HerronX: Jack: “ I HAVE THE fLu!” 
Zach: “nO yOu dO nOt” 
Zach: “AHHHHHH” 
UH WELL UM. 
@ImZachHerron 
@jackaverymusic ",none,none
Tue Apr 17 16:41:46 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:41:46 +0000 2018,RT @infobeautiful: Bird flu? Swine flu? Australian Flu? H1N1? H2N5? Feverish with incomprehension? Let our Influ-Venn-Za diagram be a sooth…,none,none
Tue Apr 17 16:41:52 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:41:53 +0000 2018,@NIH How about eating healthier to avoid getting flu in the first place?!?,none,none
Tue Apr 17 16:42:00 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:08 +0000 2018,"@Education4Libs Suicide, and I thought it was called the ""Arkansas Flu""?",none,none
Tue Apr 17 16:42:09 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:10 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:20 +0000 2018,@spookyraejepsen np! i really think that mixed with powerade zero (specifically that brand) cut the keto flu for me fast.,none,none
Tue Apr 17 16:42:23 +0000 2018,@NkanyeziKubheka now I'm having a flu ai,none,none
Tue Apr 17 16:42:24 +0000 2018,Also my niggas  going finish they night without me ,none,none
Tue Apr 17 16:42:28 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:29 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:38 +0000 2018,"UnitedHealth earnings ease investor worries over flu season, stock up ",none,none
Tue Apr 17 16:42:39 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:40 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:42:45 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:48 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:55 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:42:59 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:43:09 +0000 2018,RT @amymartine: When you have the flu but can’t afford to stop working  ,none,none
Tue Apr 17 16:43:17 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:43:21 +0000 2018,Dammit my old man has cat flu or something. He’s sneezing long trails of snot all over me and everything ,none,none
Tue Apr 17 16:43:28 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:43:31 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:43:39 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:43:50 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:44:01 +0000 2018,The bugs are back! Keep your eyes open for Quidel's flu bug in your community! ,none,none
Tue Apr 17 16:44:06 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:44:07 +0000 2018,"RT @Proverbs31org: “Mommy, Mommy,” Steven cried. “Don’t let them hurt me!”

My son, Steven, was about 3 years old when he contracted a seve…",none,none
Tue Apr 17 16:44:09 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:44:10 +0000 2018,Are you prepared for flu season? I’ve seen great deals on @SmartPak this morning! #horseriding #equestrian,none,none
Tue Apr 17 16:44:22 +0000 2018,Think I’m coming down with the worst man flu ever  ,none,none
Tue Apr 17 16:44:30 +0000 2018,You probably pissed him off and he is now taking his revenge  ,none,none
Tue Apr 17 16:44:34 +0000 2018,cause if i’m sick again after just getting over the flu ima throw the whole immune system away ,none,none
Tue Apr 17 16:44:37 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:44:39 +0000 2018,Well said bro..other wise Barclays will become under bar ..even the clay also they cant buy.. ,none,none
Tue Apr 17 16:44:45 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:44:55 +0000 2018,"RT @AustinLatest: ""I smoked cocaine the night before my college graduation; now I'm afraid to get a flu shot. People change."" John Mulaney…",none,none
Tue Apr 17 16:44:55 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:44:57 +0000 2018,RT @SlicksTweetz: The diffusion of natural sunlight not only has a DIRECT impact on plants that convert CO2 to Oxygen but it directly impac…,none,none
Tue Apr 17 16:44:58 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:45:12 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:45:16 +0000 2018,"As of April 16, flu-related visitor restrictions at our hospitals and clinics are no longer in effect.  The number of #flu cases continues to decline across Minnesota, according to@mnhealth. For more information, visit: ",none,none
Tue Apr 17 16:45:17 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:45:18 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:45:26 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:45:29 +0000 2018,@flyinhigh5_ Flu + headache + blocked nose + weakness + what not,none,none
Tue Apr 17 16:45:33 +0000 2018,Think @beckygreatness gave me the flu,none,none
Tue Apr 17 16:45:43 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:45:44 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:45:49 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:45:50 +0000 2018,"New post (UnitedHealth earnings ease investor worries over flu season, stock up) has been published on  - ",none,none
Tue Apr 17 16:45:54 +0000 2018,"No Bird Flu H5N8 Case Reported, in Saudi Arabia, Authorities Announce   ",none,none
Tue Apr 17 16:45:55 +0000 2018,I did this when I was flu’d up so it has to be sick,none,none
Tue Apr 17 16:46:13 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:46:13 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:46:14 +0000 2018,"RT @DentonRC: Officials said the victim was an adult, but they provided no other details as to age or complicating conditions. 

",none,none
Tue Apr 17 16:46:21 +0000 2018,"RT @Resegob: Kovsie Students, the pharmacy on campus is doing Flu Vaccinations and you dont need to make a booking or anything. You can use…",none,none
Tue Apr 17 16:46:23 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:46:23 +0000 2018,Goodnight not feeling very well think am coming up with a cold or flu but goodnight everyone.,none,none
Tue Apr 17 16:46:24 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:46:26 +0000 2018,I hope you get hemorrhoids. ,none,none
Tue Apr 17 16:46:27 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:46:28 +0000 2018,"Last few days I’ve barely drank any water and wow I feel AWFUL!!! I’m sluggish feel like I have the flu, but I know I’m not sick.
It’s amazing how my body drastically changes when I don’t hydrate it.

STAY THIRSTY MY FRIENDS!",none,none
Tue Apr 17 16:46:31 +0000 2018,i wonder what the swine flu has been up to lately,none,none
Tue Apr 17 16:46:43 +0000 2018,@BankofAmerica @PNCBank @Citi @Chase all the other banks will follow @Barclays lead here even though they ban crypto purchases via cc  ,none,none
Tue Apr 17 16:46:48 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:46:48 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:46:50 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:47:01 +0000 2018,The doctor who claimed there was a 9.4% increase in deaths from flu in people aged over 65.,none,none
Tue Apr 17 16:47:05 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:47:13 +0000 2018,RT @LeanandCuisine: Nigga I downed 2 cups of everclear and my homie told me his mom had the flu and I started crying cause I thought she wa…,none,none
Tue Apr 17 16:47:17 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:47:28 +0000 2018,If you get a flu vaccine by choice I don’t trust you.... and you probably should trust yourself,none,none
Tue Apr 17 16:47:28 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:47:43 +0000 2018,@TanyaNisa can't believe within 36 hours of my 'mum flu' comment i'm suffering with 'man flu'  Can i still blame you?  Computer viruses and all that,none,none
Tue Apr 17 16:47:44 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:47:46 +0000 2018,Imagine being called a swine flu. Please don’t disrespect me.,none,none
Tue Apr 17 16:48:02 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:48:03 +0000 2018,"RT @MyHaikuPond: Today's Feature:
 
miso soup
the latest flu bug
jumps overboard
 
Ardelle Ray

Global Poetry Writing Month, April 15th, 20…",none,none
Tue Apr 17 16:48:13 +0000 2018,"RT @iamjosephyoung: Barclays, which said bitcoin behaves like a flu, a bubble, and all the nasty things one can say about the market, is ap…",none,none
Tue Apr 17 16:48:14 +0000 2018,Thank you so much  ,Bloemfontein,ZA
Tue Apr 17 16:48:16 +0000 2018,"RT @Resegob: Kovsie Students, the pharmacy on campus is doing Flu Vaccinations and you dont need to make a booking or anything. You can use…",none,none
Tue Apr 17 16:48:21 +0000 2018,"RT @Clicks_SA: Help us fight the flu this winter &amp; stand a chance to WIN 1of4 Clicks online vouchers to the value of R1000 each!

To enter,…",none,none
Tue Apr 17 16:48:28 +0000 2018,The whole immune system tho lmfao  ,none,none
Tue Apr 17 16:48:33 +0000 2018,If you get a flu vaccine by choice I don’t trust you.... and you probably should not trust yourself,none,none
Tue Apr 17 16:48:42 +0000 2018,RT @MixedRaceLad: I did this when I was flu’d up so it has to be sick,none,none
